index,iou,prediction_score
9313_ortho.png,0.7291056910569106,0.9972922205924988
9313_ortho.png,0.8583665806148791,0.9965716600418091
9313_ortho.png,0.8415841584158416,0.9957335591316223
9313_ortho.png,0.9258883248730965,0.9955973029136658
9313_ortho.png,0.7642511379235605,0.9939923882484436
9313_ortho.png,0.7540101906020004,0.9929920434951782
9313_ortho.png,0.8169934640522876,0.9913092851638794
9313_ortho.png,0.9330450895614577,0.9911569356918335
9313_ortho.png,0.9106861773450708,0.9895317554473877
9313_ortho.png,0.8198198198198198,0.9890646934509277
9313_ortho.png,0.7506963788300836,0.9829105734825134
9313_ortho.png,0.6073337018610651,0.982477605342865
9313_ortho.png,0.7652546765301795,0.9670621156692505
9313_ortho.png,0.0,0.9659081697463989
9313_ortho.png,0.6208718626155878,0.9333208203315735
9313_ortho.png,0.0,0.9232175946235657
9313_ortho.png,0.3469387755102041,0.912359356880188
9313_ortho.png,0.7247469736058741,0.8945730328559875
9313_ortho.png,0.7287274965379289,0.872683584690094
9313_ortho.png,0.8254174096287891,0.8693602085113525
9313_ortho.png,0.24250832408435072,0.8582488894462585
9313_ortho.png,0.0916289592760181,0.8272129893302917
9313_ortho.png,0.0,0.8080704808235168
9313_ortho.png,0.7129003341210985,0.7903299331665039
9313_ortho.png,0.17569509000253528,0.7758761048316956
9313_ortho.png,0.024940360008674906,0.7616667747497559
9313_ortho.png,0.6459870233756999,0.7584695219993591
9313_ortho.png,0.4520956399437412,0.733564019203186
9313_ortho.png,0.1717948717948718,0.7271057963371277
9313_ortho.png,0.14914229522526132,0.6865281462669373
9313_ortho.png,0.47375243033052494,0.665825605392456
9313_ortho.png,0.22802471596571655,0.6481994390487671
9313_ortho.png,0.0,0.6096033453941345
9313_ortho.png,0.05056179775280899,0.6036373972892761
9313_ortho.png,0.1295587268437947,0.5913645029067993
9313_ortho.png,0.0056043816074385425,0.5763069987297058
9313_ortho.png,0.0,0.5636606812477112
9313_ortho.png,0.0,0.5416744351387024
9313_ortho.png,0.0,0.52121502161026
9313_ortho.png,0.0,0.4935299754142761
9313_ortho.png,0.0461971622272441,0.48509424924850464
9313_ortho.png,0.0,0.46709489822387695
8804_ortho.png,0.8390016456390565,0.996142566204071
8804_ortho.png,0.8604683386448663,0.9934773445129395
8804_ortho.png,0.6657342657342658,0.9923136830329895
8804_ortho.png,0.5430301846244017,0.9901522994041443
8804_ortho.png,0.6501029512697323,0.9891381859779358
8804_ortho.png,0.8493501106194691,0.9879785776138306
8804_ortho.png,0.506108202443281,0.9844691157341003
8804_ortho.png,0.7751187144249819,0.9839316606521606
8804_ortho.png,0.7600475989405397,0.9832951426506042
8804_ortho.png,0.6580171241861241,0.9781996607780457
8804_ortho.png,0.724333435488814,0.9728569388389587
8804_ortho.png,0.9101475459199037,0.9695399403572083
8804_ortho.png,0.5499308437067774,0.9679958820343018
8804_ortho.png,0.8575697994494691,0.9673952460289001
8804_ortho.png,0.5144884347949482,0.9567835927009583
8804_ortho.png,0.7414818686378456,0.9546003937721252
8804_ortho.png,0.7331062482796586,0.9485654234886169
8804_ortho.png,0.6628628964591374,0.9218560457229614
8804_ortho.png,0.6107038123167156,0.9217203259468079
8804_ortho.png,0.0,0.9186174869537354
8804_ortho.png,0.0,0.9072304964065552
8804_ortho.png,0.0,0.873982310295105
8804_ortho.png,0.7287110283852954,0.8154332637786865
8804_ortho.png,0.0,0.80824875831604
8804_ortho.png,0.31411359724612736,0.8062451481819153
8804_ortho.png,0.5033092883170968,0.8024984002113342
8804_ortho.png,0.5097360204371274,0.7938839197158813
8804_ortho.png,0.43795620437956206,0.7891159057617188
8804_ortho.png,0.5470383275261324,0.7804827094078064
8804_ortho.png,0.31676762114537443,0.763011634349823
8804_ortho.png,0.0,0.7165806293487549
8804_ortho.png,0.6168073984720547,0.6677464246749878
8804_ortho.png,0.0,0.6517679691314697
8804_ortho.png,0.8434664123177544,0.6409095525741577
8804_ortho.png,0.29952057844960833,0.5843108296394348
8804_ortho.png,0.0,0.5314697027206421
8804_ortho.png,0.0,0.5231472253799438
8804_ortho.png,0.0,0.4695553481578827
8804_ortho.png,0.0,0.45691215991973877
8804_ortho.png,0.0,0.4455737769603729
8804_ortho.png,0.0,0.42636775970458984
8804_ortho.png,0.577416473110595,0.4047626852989197
8804_ortho.png,0.3878245993447491,0.40168917179107666
8804_ortho.png,0.1358187616848125,0.3799525797367096
8804_ortho.png,0.0,0.36371803283691406
8804_ortho.png,0.46880236569738787,0.33812960982322693
8804_ortho.png,0.0,0.3353273570537567
8804_ortho.png,0.0,0.33242326974868774
8804_ortho.png,0.5584303579128935,0.315751314163208
8804_ortho.png,0.41738113795791115,0.314004123210907
8804_ortho.png,0.24632627646326277,0.302523136138916
8804_ortho.png,0.16435535638587778,0.29525789618492126
9023_ortho.png,0.7856115107913669,0.9969149827957153
9023_ortho.png,0.8411614005123825,0.9934691190719604
9023_ortho.png,0.6939777075361837,0.9883004426956177
9023_ortho.png,0.7708211429685976,0.9868139028549194
9023_ortho.png,0.8785761371127225,0.9801329374313354
9023_ortho.png,0.7785164167004459,0.9799097776412964
9023_ortho.png,0.8299544087690368,0.9796360731124878
9023_ortho.png,0.8190987473564341,0.9792344570159912
9023_ortho.png,0.7068493150684931,0.9771178960800171
9023_ortho.png,0.789072039072039,0.9748114347457886
9023_ortho.png,0.698363622652892,0.9725452065467834
9023_ortho.png,0.774818130945719,0.9685280919075012
9023_ortho.png,0.0,0.9642494916915894
9023_ortho.png,0.0,0.9542238116264343
9023_ortho.png,0.7260737233682787,0.9496917128562927
9023_ortho.png,0.7971014492753623,0.9348119497299194
9023_ortho.png,0.5214037794060933,0.9218790531158447
9023_ortho.png,0.7918505060991435,0.9122463464736938
9023_ortho.png,0.0,0.896877646446228
9023_ortho.png,0.5539400838205619,0.8958037495613098
9023_ortho.png,0.8235294117647058,0.8944792747497559
9023_ortho.png,0.626540624626062,0.8937946557998657
9023_ortho.png,0.0,0.8700438737869263
9023_ortho.png,0.0,0.8657769560813904
9023_ortho.png,0.534426510989011,0.8006799221038818
9023_ortho.png,0.5508286348880915,0.7968503832817078
9023_ortho.png,0.43275119074620094,0.7736970782279968
9023_ortho.png,0.19261831081591063,0.758622944355011
9023_ortho.png,0.23263316366764641,0.7260465621948242
9023_ortho.png,0.0,0.70432448387146
9023_ortho.png,0.3719512195121951,0.7001757621765137
9023_ortho.png,0.5345097340225378,0.6161753535270691
9023_ortho.png,0.34424251564738706,0.5685627460479736
9023_ortho.png,0.3858974358974359,0.564296305179596
9023_ortho.png,0.5892857142857143,0.5592271685600281
9023_ortho.png,0.0,0.5551981925964355
9023_ortho.png,0.0,0.547641932964325
9023_ortho.png,0.0,0.511950671672821
9023_ortho.png,0.3515625,0.4975448250770569
9023_ortho.png,0.049107142857142856,0.47699710726737976
9023_ortho.png,0.0,0.47548335790634155
9023_ortho.png,0.5994005994005994,0.4634193778038025
9023_ortho.png,0.0,0.44846054911613464
9023_ortho.png,0.46101922592561495,0.44376835227012634
9023_ortho.png,0.0,0.4350816309452057
9023_ortho.png,0.0,0.382721483707428
9023_ortho.png,0.0357075382580767,0.3737141191959381
9023_ortho.png,0.3051948051948052,0.36799535155296326
9023_ortho.png,0.2372093023255814,0.3439061641693115
9113_ortho.png,0.7645617755676625,0.9949843883514404
9113_ortho.png,0.8320726172465961,0.9925835132598877
9113_ortho.png,0.6304573444959524,0.9924069046974182
9113_ortho.png,0.81229216832932,0.9910037517547607
